-0.895,0.006,-1.0
-0.489,-0.047,-1.0
-0.289,-0.208,-1.0
1.494,-0.171,-1.0
-0.653,-0.446,-1.0
-0.534,0.466,-1.0
0.46,-0.637,-1.0
1.424,0.307,-1.0
0.337,-1.164,-1.0
-1.116,1.549,-1.0
1.198,-2.361,-1.0
0.256,-0.415,-1.0
-0.108,0.7,-1.0
-0.256,0.106,-1.0
-1.108,-0.815,-1.0
4.098,5.807,1.0
5.293,5.936,1.0
6.048,3.104,1.0
6.718,4.99,1.0
6.077,4.816,1.0
5.126,3.67,1.0
3.773,4.412,1.0
4.039,4.022,1.0
3.882,4.417,1.0
4.412,3.534,1.0
4.726,3.79,1.0
4.804,5.257,1.0
5.622,6.694,1.0
4.694,5.144,1.0
4.99,3.955,1.0
5.016,4.251,1.0
5.758,3.049,1.0
4.498,6.219,1.0
6.718,4.593,1.0
4.418,4.174,1.0
4.997,4.921,1.0
6.931,3.91,1.0
3.958,6.454,1.0
4.418,4.845,1.0
4.094,4.886,1.0
6.165,5.54,1.0
4.869,4.929,1.0
6.386,5.319,1.0
4.116,4.451,1.0
5.389,5.672,1.0
3.498,5.07,1.0
3.728,5.577,1.0
6.235,3.026,1.0
6.412,5.044,1.0
4.646,5.407,1.0
5.406,5.771,1.0
5.654,5.937,1.0
5.995,5.323,1.0
4.24,5.0,1.0
4.771,4.763,1.0
5.433,7.138,1.0
4.653,5.179,1.0
5.77,6.284,1.0
4.129,3.347,1.0
5.739,4.623,1.0
4.474,4.94,1.0
5.537,4.619,1.0
5.171,5.113,1.0
5.652,5.694,1.0
3.589,5.924,1.0
5.452,4.587,1.0
5.723,3.749,1.0
4.506,5.956,1.0
3.739,5.265,1.0
6.563,3.232,1.0
6.106,5.681,1.0
5.649,5.691,1.0
5.739,6.844,1.0
6.703,4.767,1.0
4.012,5.524,1.0
4.469,5.912,1.0
6.362,4.373,1.0
4.809,4.97,1.0
4.569,4.168,1.0
4.514,3.608,1.0
5.002,5.633,1.0
5.206,4.007,1.0
5.311,5.316,1.0
5.198,5.317,1.0
5.633,4.495,1.0
4.992,5.991,1.0
4.259,5.191,1.0
4.261,4.057,1.0
5.149,4.912,1.0
4.467,5.559,1.0
5.254,4.551,1.0
3.583,4.014,1.0
4.907,5.23,1.0
7.439,5.235,1.0
4.715,5.914,1.0
5.922,4.764,1.0
5.01,4.512,1.0
6.648,4.803,1.0
4.4,4.041,1.0
5.341,5.108,1.0
6.031,3.096,1.0
6.101,3.939,1.0
5.139,3.356,1.0
5.42,4.095,1.0
5.217,3.992,1.0
6.488,4.127,1.0
5.427,6.764,1.0
7.355,4.724,1.0
4.458,4.337,1.0
4.77,4.272,1.0
5.08,4.535,1.0
4.771,5.688,1.0
5.686,3.132,1.0
4.966,5.815,1.0
4.913,5.139,1.0
2.723,4.911,1.0
5.094,5.736,1.0
4.82,4.692,1.0
4.632,4.714,1.0
4.881,4.82,1.0
5.527,6.285,1.0
3.133,5.825,1.0
5.424,4.079,1.0
5.864,5.622,1.0
5.099,3.901,1.0
3.354,4.216,1.0
5.77,5.052,1.0
4.898,5.285,1.0
4.931,3.184,1.0
4.338,5.5,1.0
4.38,3.199,1.0
5.233,3.468,1.0
4.487,3.151,1.0
6.393,5.822,1.0
5.313,5.854,1.0
4.094,6.657,1.0
5.996,5.792,1.0
6.582,4.489,1.0
2.855,4.782,1.0
4.979,6.388,1.0
3.808,5.848,1.0
3.939,5.472,1.0
6.052,5.888,1.0
5.111,4.814,1.0
3.004,7.947,1.0
5.569,5.666,1.0
5.425,3.96,1.0
6.55,3.58,1.0
5.394,4.173,1.0
5.182,6.502,1.0
5.989,5.014,1.0
6.003,5.467,1.0
5.692,6.25,1.0
3.965,5.212,1.0
5.008,4.977,1.0
4.407,6.601,1.0
5.981,5.384,1.0
2.622,5.153,1.0
4.741,6.357,1.0
4.745,7.034,1.0
4.26,5.939,1.0
5.043,4.447,1.0
5.316,4.85,1.0
4.07,3.094,1.0
5.412,4.58,1.0
